date,open,high,low,close,volume,amount,turnover_pct,chg_pct,ma5,ma20,ema12,ema26,diff,dea,macd,rsi14,bb_upper,bb_mid,bb_lower,bb_width
2020-12-04,6.70657268,6.74379382,6.66935154,6.68965398,1540284,30502718.37,0.6523,-0.3026,6.730935608,6.866116020999999,6.780716133295345,6.9025371184775395,-0.1218,-0.1377,0.0317,42.12,7.3015,6.8661,6.4307,0.1268
2020-12-07,6.6998052,6.79454992,6.66935154,6.7167239,1760862,35011134.47,0.7457,0.4047,6.732289104,6.829910003,6.770871174326831,6.888773176368092,-0.1179,-0.1337,0.0316,43.2,7.1802,6.8299,6.4796,0.1026
2020-12-08,6.72010764,6.79116618,6.72010764,6.76071252,1821501,36401032.62,0.7713,0.6549,6.728905363999999,6.800640652,6.769308304430396,6.879287201822308,-0.11,-0.129,0.038,45.0,7.0594,6.8006,6.5418,0.0761
2020-12-09,6.76748,6.77424748,6.59490926,6.60167674,2562640,50398194.39,1.0852,-2.3524,6.695744712,6.7756009760000016,6.743518832979566,6.858723463909545,-0.1152,-0.1262,0.022,40.06,7.0083,6.7756,6.5429,0.0687
2020-12-10,6.62197918,6.65243284,6.4798621,6.65243284,1388432,26985554.34,0.588,0.7688,6.6842399960000005,6.757497967000001,6.729505603290402,6.843442676953282,-0.1139,-0.1238,0.0196,42.24,6.9684,6.7575,6.5466,0.0624
2020-12-11,6.58814178,6.64566536,6.4798621,6.5136995,1648850,31769729.5,0.6982,-2.0855,6.649049100000001,6.737533901000001,6.696304664322648,6.819017256438225,-0.1227,-0.1235,0.0017,38.15,6.961,6.7375,6.5141,0.0663
2020-12-14,6.5136995,6.5475369,6.37158242,6.42572226,1487250,28157633.5,0.6298,-1.3506,6.590848772000001,6.7130017859999995,6.654676602119164,6.789884293739098,-0.1352,-0.1259,-0.0187,35.79,6.9591,6.713,6.4669,0.0733
2020-12-15,6.43587348,6.43587348,6.24638404,6.30729136,2620858,48801380.34,1.1098,-1.8431,6.50016454,6.689823167,6.601232718716215,6.754136669017683,-0.1529,-0.1313,-0.0432,32.83,6.9909,6.6898,6.3887,0.09
2020-12-16,6.3106751,6.3106751,6.1076507,6.11780192,2076100,37731993.03,0.8792,-3.0043,6.403389576,6.660553815999999,6.526858749682951,6.70700076168304,-0.1801,-0.1411,-0.0782,28.75,7.0513,6.6606,6.2698,0.1173
2020-12-17,6.13472062,6.3275938,5.97568484,6.29714014,2314943,42535089.9,0.9803,2.9314,6.332331035999999,6.637375197,6.491517425116343,6.676640715632444,-0.1851,-0.1499,-0.0705,36.77,7.0556,6.6374,6.2191,0.126
2020-12-18,6.28360518,6.28698892,6.14825558,6.17194176,1519450,27845007.5,0.6434,-1.9882,6.2639794879999995,6.609459341999999,6.442351938175367,6.639255607807819,-0.1969,-0.1593,-0.0753,33.9,7.0714,6.6095,6.1475,0.1398
2020-12-21,6.20577916,6.21931412,6.1584068,6.1922442,969947,17743818.72,0.4107,0.3289,6.217283876,6.586449910000001,6.403873824609926,6.606143651673906,-0.2023,-0.1679,-0.0688,34.79,7.0822,6.5864,6.0907,0.1505
2020-12-22,6.17870924,6.17870924,5.89447508,5.9046263,3239562,57527277.93,1.3718,-4.6448,6.136750864,6.546352591,6.327066513131475,6.554179403401765,-0.2271,-0.1797,-0.0948,28.87,7.1203,6.5464,5.9724,0.1753
2020-12-23,5.9046263,5.95199866,5.84710272,5.91816126,1808635,31551174.01,0.7659,0.2292,6.096822732000001,6.508454703,6.26415801264971,6.507066948334968,-0.2429,-0.1924,-0.1011,29.48,7.1403,6.5085,5.8766,0.1942
2020-12-24,5.91477752,5.98245232,5.7692767,5.78281166,1667687,28974394.52,0.7062,-2.287,5.993957036,6.445009578,6.190104727626677,6.453418408458304,-0.2633,-0.2066,-0.1135,26.99,7.1003,6.445,5.7897,0.2034
2020-12-25,5.7692767,5.8200328,5.67453198,5.72190434,1466370,24861358.2,0.621,-1.0532,5.903949551999999,6.386978437,6.118073898761034,6.399232181165096,-0.2812,-0.2215,-0.1194,25.93,7.0814,6.387,5.6926,0.2174
2020-12-28,5.7016019,6.16517428,5.67114824,5.94184744,3724479,65260172.76,1.5772,3.8439,5.8538702,6.348572988,6.090962135874721,6.365351829967681,-0.2744,-0.2321,-0.0847,35.74,7.0522,6.3486,5.645,0.2217
2020-12-29,5.91477752,6.1414881,5.84710272,6.02644094,2786643,49704047.76,1.1801,1.4237,5.878233128,6.311013474,6.08103579804784,6.340247319599705,-0.2592,-0.2375,-0.0434,39.08,6.999,6.311,5.623,0.218
2020-12-30,6.02644094,6.02644094,5.88094012,5.921545,2080510,36369580.9,0.881,-1.7406,5.878909876,6.268716724,6.056498752194326,6.309232332962689,-0.2527,-0.2405,-0.0244,36.55,6.9432,6.2687,5.5943,0.2152
2020-12-31,5.89109134,6.01628972,5.89109134,5.921545,1939838,34125958.66,0.8215,0.0,5.906656544,6.229296153,6.035736636472121,6.280514752743231,-0.2448,-0.2414,-0.0068,36.55,6.8879,6.2293,5.5706,0.2115
2021-01-04,5.95876614,6.5136995,5.93507996,6.5136995,4740444,88573901.42,2.0074,10.0,6.065015576,6.220498429000001,6.10926938470718,6.297787696984473,-0.1885,-0.2308,0.0846,55.47,6.8587,6.2205,5.5823,0.2052
2021-01-05,6.72687512,7.13630766,6.58475804,6.81485236,10433948,209623869.9,4.4184,4.6234,6.23961656,6.225404852,6.2178206116753065,6.336088783133771,-0.1183,-0.2083,0.1801,61.73,6.8801,6.2254,5.5707,0.2103
2021-01-06,6.7336426,6.82161984,6.51708324,6.54076942,5272316,103189960.13,2.2327,-4.0218,6.342482256,6.214407697,6.26750504372526,6.351250311790529,-0.0837,-0.1834,0.1993,54.26,6.8395,6.2144,5.5893,0.2012
2021-01-07,6.598293,6.598293,6.2937564,6.36819868,3936896,74445674.8,1.6671,-2.6384,6.431812992,6.202733794,6.282996372382913,6.352505746472712,-0.0695,-0.1606,0.1822,50.15,6.8068,6.2027,5.5987,0.1948
2021-01-08,6.3445125,6.65243284,6.22946534,6.50693202,3886943,74417206.03,1.646,2.1785,6.548890396,6.195458753,6.3174480104778485,6.363944729696955,-0.0465,-0.1378,0.1826,53.22,6.7809,6.1955,5.61,0.189
2021-01-11,6.4629434,6.63889788,6.3614312,6.54076942,4094377,79185173.49,1.7338,0.52,6.55430438,6.196812249,6.351805150404333,6.377042854904588,-0.0252,-0.1153,0.1801,53.96,6.7853,6.1968,5.6083,0.1899
2021-01-12,6.54415316,6.61859544,6.4460247,6.55768812,2601799,50220939.63,1.1004,0.2587,6.502871532,6.203410541999999,6.383479453419051,6.390423985652396,-0.0069,-0.0936,0.1733,54.35,6.8048,6.2034,5.602,0.1939
2021-01-13,6.61859544,7.09908652,6.43587348,6.85545724,5661178,112820658.75,2.3944,4.5408,6.565809096,6.230818836,6.456091420585351,6.424870893381848,0.0312,-0.0686,0.1997,60.69,6.8953,6.2308,5.5663,0.2133
2021-01-14,6.7336426,7.51867028,6.69303772,7.38670442,12856532,273054897.32,5.4377,7.7493,6.769510244,6.294263961,6.599262651264528,6.496117821279489,0.1031,-0.0343,0.2749,68.96,7.125,6.2943,5.4635,0.264
2021-01-15,7.37316946,7.60664752,7.04494668,7.28180848,8097877,174575959.23,3.425,-1.4201,6.924485536000001,6.343497378,6.704269701839216,6.55431712933286,0.15,0.0026,0.2948,66.01,7.2792,6.3435,5.4078,0.295
2021-01-18,7.2412036,7.39685564,7.105854,7.2412036,4326345,92598127.5,1.8298,-0.5576,7.064572371999999,6.396960470000001,6.786874916940875,6.605197608641538,0.1817,0.0384,0.2866,64.85,7.4066,6.397,5.3873,0.3157
2021-01-19,7.24458734,7.56604264,7.21413368,7.43746052,6700161,146877189.46,2.8338,2.7103,7.240526852,6.459221286,6.8869650097192014,6.666846713186609,0.2201,0.0747,0.2908,67.79,7.5601,6.4592,5.3583,0.3409
2021-01-20,7.44084426,7.67432232,7.32241336,7.38670442,5485288,121358473.61,2.32,-0.6824,7.346776288000001,6.5333251919999995,6.963847995916248,6.720169506283898,0.2437,0.1085,0.2703,66.25,7.6737,6.5333,5.3929,0.3491
2021-01-21,7.40362312,7.444228,7.0889353,7.17691254,6324171,134480806.74,2.6748,-2.8401,7.304817912,6.596262756,6.996627156544518,6.754002323596201,0.2426,0.1353,0.2146,60.15,7.7329,6.5963,5.4597,0.3446
2021-01-22,7.1566101,7.22090116,6.79454992,6.82500358,4551048,93268392.09,1.9249,-4.9033,7.213456932,6.648372352,6.970223529383823,6.759261675922408,0.211,0.1505,0.121,51.57,7.725,6.6484,5.5717,0.3239
2021-01-25,6.84192228,6.95020196,6.66935154,6.82838732,3147200,63363731.6,1.3311,0.0496,7.1308936759999995,6.7036965010000005,6.948402574094004,6.76438209400223,0.184,0.1572,0.0537,51.64,7.6945,6.7037,5.7129,0.2956
2021-01-26,6.80470114,6.8520735,6.5644556,6.56783934,2691020,53311394.8,1.1382,-3.8157,6.95696944,6.734996096000001,6.889854384233388,6.749823371483546,0.14,0.1537,-0.0274,46.02,7.6653,6.735,5.8047,0.2763
2021-01-27,6.5644556,6.64228162,6.33774502,6.39188486,2926472,55843703.71,1.2377,-2.679,6.758005528,6.753268292000001,6.813243688197482,6.72330940766995,0.0899,0.141,-0.1021,42.64,7.6405,6.7533,5.866,0.2628
2021-01-28,6.36819868,6.4629434,6.34112876,6.39188486,1917250,36274685.0,0.8109,0.0,6.600999992,6.776785285,6.748419253090177,6.69875944117588,0.0497,0.1227,-0.1461,42.64,7.597,6.7768,5.9566,0.2421
2021-01-29,6.38511738,6.38511738,6.09411574,6.23623282,2236985,41111601.99,0.9461,-2.4352,6.4832458399999995,6.7925196759999995,6.6696213403070725,6.664498209977666,0.0051,0.0992,-0.1882,39.65,7.5567,6.7925,6.0284,0.225
2021-02-01,6.23284908,6.37158242,6.18547672,6.26330274,1865043,34610241.21,0.7888,0.4341,6.370228924000001,6.779999837999999,6.607110786413677,6.634780027016358,-0.0277,0.0738,-0.203,40.44,7.5698,6.78,5.9902,0.233
2021-02-02,6.2260816,6.72687512,6.19901168,6.57460682,3256566,62626002.4,1.3774,4.9703,6.37158242,6.767987561,6.602110176196188,6.630322752422554,-0.0282,0.0534,-0.1633,48.67,7.5626,6.768,5.9734,0.2348
2021-02-03,6.57460682,6.76409626,6.4460247,6.59490926,2608151,50969617.8,1.1031,0.3088,6.412187300000001,6.770694553,6.601002342935236,6.627699530761625,-0.0267,0.0374,-0.1282,49.16,7.5625,6.7707,5.9789,0.2339
2021-02-04,6.54076942,6.63551414,6.2937564,6.45617592,2431734,46219024.12,1.0285,-2.1036,6.425045512,6.775093415000001,6.5787213547913534,6.614994078112615,-0.0363,0.0227,-0.1179,45.91,7.5589,6.7751,5.9913,0.2314
2021-02-05,6.45617592,6.52385072,6.1922442,6.21931412,1498729,28028014.49,0.6339,-3.6688,6.421661772,6.76071252,6.523427934054222,6.585684451585754,-0.0623,0.0057,-0.1359,40.94,7.5737,6.7607,5.9478,0.2405
2021-02-08,6.22269786,6.40880356,6.16179054,6.35804746,1138996,21245451.32,0.4817,2.2307,6.440610715999999,6.751576422000001,6.497984784199726,6.568822452209032,-0.0708,-0.0096,-0.1224,44.72,7.5782,6.7516,5.925,0.2449
2021-02-09,6.35804746,6.47647836,6.31405884,6.3952686,1245386,23557656.59,0.5267,0.5854,6.404743072,6.7434554460000005,6.482182294322845,6.555966611304659,-0.0738,-0.0225,-0.1027,45.72,7.5807,6.7435,5.9063,0.2483
2021-02-10,6.3952686,6.46632714,6.29037266,6.33774502,1692744,31760918.15,0.7159,-0.8995,6.3533102239999995,6.717569835000001,6.459961175196253,6.539802048985796,-0.0798,-0.0339,-0.0918,44.38,7.5712,6.7176,5.864,0.2541
2021-02-18,6.3952686,6.69303772,6.38850112,6.58814178,3627350,70223043.39,1.5342,3.9509,6.379703396,6.677641703000001,6.479681268242983,6.543382769801663,-0.0637,-0.0399,-0.0476,51.1,7.4752,6.6776,5.8801,0.2389
2021-02-19,6.62536292,6.79116618,6.55430438,6.79116618,2779056,54861635.45,1.1754,3.0817,6.4940738080000004,6.6531095879999995,6.5276020238979084,6.5617370964830215,-0.0341,-0.0387,0.0092,55.76,7.4036,6.6531,5.9026,0.2256
2021-02-22,6.7843987,6.90959708,6.65920032,6.65920032,3088518,61927181.66,1.3063,-1.9432,6.55430438,6.624009423999999,6.547847915605923,6.568956594521316,-0.0211,-0.0352,0.0282,52.27,7.3245,6.624,5.9235,0.2115
2021-02-23,6.65920032,6.67273528,6.48662958,6.52385072,1975157,38328535.84,0.8354,-2.0325,6.580020804,6.578328934,6.544156039358858,6.565615418630848,-0.0215,-0.0325,0.022,48.89,7.1716,6.5783,5.985,0.1804
2021-02-24,6.52385072,6.81485236,6.50016454,6.77763122,3335208,65830107.3,1.4106,3.89,6.667998044000001,6.547875273999999,6.5800752979190325,6.581320292806341,-0.0012,-0.0262,0.0499,54.8,7.0228,6.5479,6.073,0.1451
2021-02-25,6.86222472,6.89606212,6.7167239,6.8351548,3035849,60945991.97,1.284,0.8487,6.717400648,6.530787386999999,6.619318298239182,6.60012284889476,0.0192,-0.0171,0.0727,56.04,6.933,6.5308,6.1286,0.1232
2021-02-26,6.74379382,6.96035318,6.65243284,6.79793366,3623101,73394384.13,1.5324,-0.5446,6.718754144,6.529433891000001,6.646797584663923,6.614775501569222,0.032,-0.0073,0.0787,54.98,6.9278,6.5294,6.1311,0.122
2021-03-01,6.79793366,6.91298082,6.6828865,6.86560846,2978223,59958655.26,1.2596,0.9955,6.760035772,6.531294948,6.6804607962540885,6.633355720712242,0.0471,0.0036,0.0871,56.58,6.9355,6.5313,6.1271,0.1238
2021-03-02,6.8351548,6.87914342,6.74041008,6.78778244,1829675,36712468.82,0.7739,-1.1336,6.8128221159999995,6.542292102999999,6.696971818368844,6.644794736955779,0.0522,0.0133,0.0778,54.2,6.9616,6.5423,6.123,0.1282
2021-03-03,6.74717756,6.82161984,6.73025886,6.75732878,1694300,33872105.66,0.7166,-0.4487,6.808761628000001,6.560564299000001,6.706257504773637,6.653130591996091,0.0531,0.0213,0.0637,53.26,6.9839,6.5606,6.1372,0.1291
2021-03-04,6.7336426,6.76071252,6.55430438,6.55430438,2180327,42815273.62,0.9222,-3.0045,6.7525915439999995,6.568685275,6.682880100962309,6.645810131848233,0.0371,0.0244,0.0253,47.34,6.9849,6.5687,6.1525,0.1267
2021-03-05,6.46632714,6.63551414,6.46632714,6.5475369,1524527,29482657.52,0.6448,-0.1033,6.702512192,6.584250479,6.66205807004503,6.638530633192808,0.0235,0.0242,-0.0014,47.16,6.9719,6.5843,6.1966,0.1177
2021-03-08,6.59152552,6.61859544,6.30390762,6.30729136,2439363,46311549.71,1.0317,-3.6693,6.590848771999999,6.586449910000001,6.607478576191949,6.613994390734081,-0.0065,0.0181,-0.0492,40.94,6.9672,6.5864,6.2057,0.1156
2021-03-09,6.35466372,6.35466372,5.9384637,5.97906858,2526050,45402078.0,1.0684,-5.2039,6.429106,6.556672998000001,6.510800115239341,6.566962849198223,-0.0562,0.0032,-0.1188,34.29,7.0206,6.5567,6.0928,0.1415
2021-03-10,6.0399759,6.07042956,5.94861492,5.99937102,1430384,25376038.98,0.605,0.3396,6.277514448,6.526896086000001,6.43211871597175,6.524919009998355,-0.0928,-0.016,-0.1537,35.0,7.0498,6.5269,6.0039,0.1602
2021-03-11,5.99937102,6.07719704,5.921545,6.0738133,1409150,25043722.5,0.596,1.2408,6.181416231999999,6.507777955,6.37699480582225,6.491503772220699,-0.1145,-0.0357,-0.1577,37.63,7.0664,6.5078,5.9491,0.1717
2021-03-12,6.11441818,6.11780192,5.9384637,6.0568946,1472542,26200836.2,0.6228,-0.2786,6.083287772,6.499656978999999,6.327748620311134,6.459310500204351,-0.1316,-0.0549,-0.1534,37.26,7.0792,6.4997,5.9202,0.1783
2021-03-15,6.05351086,6.08734826,5.921545,5.98583606,1063297,18903158.49,0.4497,-1.1732,6.018996712,6.481046408999999,6.275146687955575,6.424238319448474,-0.1491,-0.0737,-0.1508,35.68,7.1001,6.481,5.862,0.191
2021-03-16,5.98583606,6.22269786,5.9553824,6.13810436,1507081,27071755.56,0.6374,2.5438,6.050803868,6.468188197000001,6.254063252885486,6.4030432113411795,-0.149,-0.0888,-0.1204,41.43,7.1043,6.4682,5.8321,0.1967
2021-03-17,6.05012712,6.08396452,6.0230572,6.05012712,1420094,25384913.93,0.6006,-1.4333,6.060955088,6.4538073019999995,6.222688463210796,6.37690127864924,-0.1542,-0.1018,-0.1047,39.24,7.1136,6.4538,5.794,0.2045
2021-03-18,6.01290598,6.05012712,5.95876614,6.00952224,1340427,23728717.55,0.5669,-0.6711,6.048096876000001,6.424876325,6.189893659639904,6.3496880165270735,-0.1598,-0.1134,-0.0927,38.24,7.1089,6.4249,5.7409,0.2129
2021-03-19,5.96214988,6.05351086,5.9384637,5.94861492,1026477,18158409.37,0.4341,-1.0135,6.026440939999999,6.382748762,6.152773853541458,6.319978898265809,-0.1672,-0.1242,-0.086,36.73,7.0751,6.3827,5.6904,0.2169
2021-03-22,5.95199866,5.98245232,5.8538702,5.93169622,1332599,23336377.3,0.5636,-0.2844,6.0156129720000004,6.346373557,6.118761909919694,6.291217218394268,-0.1725,-0.1338,-0.0772,36.3,7.0531,6.3464,5.6397,0.2227
2021-03-23,5.97568484,5.97568484,5.84033524,5.87417264,1163080,20224737.6,0.4919,-0.9698,5.962826628,6.3138896529999995,6.081132791470511,6.260325027402099,-0.1792,-0.1429,-0.0726,34.81,7.0443,6.3139,5.5835,0.2314
2021-03-24,5.88432386,5.89447508,5.71513686,5.74220678,1505200,25738977.0,0.6366,-2.2465,5.90124256,6.262118430999999,6.028990328167355,6.221945897964907,-0.193,-0.1529,-0.0801,31.6,7.0004,6.2621,5.5238,0.2358
2021-03-25,5.76589296,5.77942792,5.70836938,5.74220678,1011450,17185143.0,0.4278,0.0,5.847779468000001,6.20747103,5.984869782295454,6.186409667004543,-0.2015,-0.1626,-0.0778,31.6,6.9297,6.2075,5.4853,0.2327
2021-03-26,5.88432386,5.88432386,5.752358,5.82680028,1136783,19536193.93,0.4808,1.4732,5.82341654,6.158914361,5.960551397326922,6.159771934633836,-0.1992,-0.17,-0.0585,35.98,6.8455,6.1589,5.4723,0.223
2021-03-29,5.81326532,5.98245232,5.80649784,5.95199866,1373050,23959147.5,0.5807,2.1487,5.827477028,6.113233871,5.959235591584319,6.144381321697996,-0.1851,-0.173,-0.0243,41.92,6.7229,6.1132,5.5036,0.1995
2021-03-30,5.921545,5.99937102,5.89785882,5.90801004,1163791,20470248.13,0.4922,-0.7391,5.834244508,6.069245251,5.951354737494423,6.126872337868515,-0.1755,-0.1735,-0.004,40.5,6.5997,6.0692,5.5388,0.1748
2021-03-31,5.90801004,5.90801004,5.82341654,5.84033524,843346,14553338.58,0.3567,-1.1455,5.853870199999999,6.023395574,5.934274814802974,6.105647367656033,-0.1714,-0.1731,0.0034,38.35,6.4579,6.0234,5.5889,0.1443
2021-04-01,5.83356776,5.921545,5.80649784,5.91477752,852064,14769865.94,0.3604,1.2746,5.888384348,5.991419231,5.931275230987131,6.091508860422253,-0.1602,-0.1705,0.0205,42.0,6.3529,5.9914,5.6299,0.1207
2021-04-02,5.94184744,5.95199866,5.87755638,5.89109134,975634,17022895.6,0.4126,-0.4005,5.90124256,5.958596953,5.925093093912188,6.076663118168753,-0.1516,-0.1667,0.0303,41.17,6.2165,5.9586,5.7007,0.0866
2021-04-06,6.01628972,6.07719704,5.94523118,6.04335964,1576547,28064764.85,0.6668,2.5847,5.919514756,5.9454003669999995,5.943287947156467,6.074196193859957,-0.1309,-0.1596,0.0573,48.29,6.1526,5.9454,5.7382,0.0697
2021-04-07,6.04335964,6.15163932,6.01628972,6.12118566,1758226,31637852.52,0.7436,1.2878,5.96214988,5.952506221,5.970656826055472,6.077676895055516,-0.107,-0.1491,0.0841,51.52,6.1732,5.9525,5.7318,0.0742
2021-04-08,6.11103444,6.20577916,6.02644094,6.16855802,1536724,27980970.9,0.65,0.7739,6.027794436000001,5.960965571,6.001103163585399,6.084408830236589,-0.0833,-0.1359,0.1052,53.43,6.2003,5.961,5.7216,0.0803
2021-04-09,6.14825558,6.14825558,6.0568946,6.07719704,1039651,18721812.49,0.4397,-1.4811,6.06027834,5.961134758,6.0128099138030295,6.083874623552397,-0.0711,-0.1229,0.1037,49.39,6.2008,5.9611,5.7214,0.0804
2021-04-12,6.07719704,6.07719704,5.96214988,5.96553362,1173774,20837528.57,0.4964,-1.8374,6.075166796,5.956566709,6.005536637833333,6.075108623289257,-0.0696,-0.1123,0.0854,44.93,6.1922,5.9566,5.7209,0.0791
2021-04-13,5.94861492,6.03320842,5.94861492,5.99937102,716646,12700539.46,0.3031,0.5672,6.066369072,5.957243457,6.00458808124359,6.069498430453016,-0.0649,-0.1028,0.0758,46.5,6.1933,5.9572,5.7212,0.0792
2021-04-14,6.1245694,6.1245694,5.92831248,6.03659216,890648,15900180.81,0.3767,0.6204,6.049450372,5.952167847,6.0095117856676525,6.067060928937978,-0.0575,-0.0937,0.0724,48.26,6.1766,5.9522,5.7278,0.0754
2021-04-15,6.10426696,6.34112876,6.0568946,6.32421006,3257365,60068719.69,1.3777,4.7646,6.08058078,5.965871994,6.057926904795706,6.08610901272035,-0.0282,-0.0806,0.1049,59.37,6.2404,5.9659,5.6914,0.092
2021-04-16,6.33774502,6.36481494,6.23284908,6.28022144,1763092,32804785.76,0.7457,-0.6956,6.12118566,5.979406954,6.092126064057905,6.100487711037361,-0.0084,-0.0662,0.1156,57.34,6.286,5.9794,5.6728,0.1026
2021-04-19,6.3275938,6.40541982,6.2937564,6.3275938,1665566,31128789.79,0.7044,0.7543,6.193597695999999,5.998355898,6.128351869587458,6.117310384293852,0.011,-0.0507,0.1235,58.97,6.3399,5.9984,5.6568,0.1139
2021-04-20,6.35804746,6.38850112,6.2430003,6.24638404,1281727,23876271.21,0.5421,-1.2834,6.2430003,6.014090289,6.146510665035542,6.12687139582764,0.0196,-0.0367,0.1126,55.09,6.3705,6.0141,5.6576,0.1185
2021-04-21,6.22946534,6.2768377,6.1922442,6.21593038,850941,15663335.43,0.3599,-0.4875,6.278867944,6.031178176,6.15719062118392,6.133468357618185,0.0237,-0.0246,0.0966,53.67,6.3919,6.0312,5.6705,0.1196
2021-04-22,6.22946534,6.35804746,6.18547672,6.34789624,1801742,33513586.26,0.762,2.123,6.28360518,6.061462649,6.186529947155624,6.149351904461283,0.0372,-0.0122,0.0988,58.66,6.4218,6.0615,5.7012,0.1189
2021-04-23,6.3614312,6.3614312,6.2430003,6.2430003,985733,18293238.57,0.4169,-1.6525,6.276160952,6.086502325,6.195217693747067,6.156288822649336,0.0389,-0.002,0.0819,53.71,6.4234,6.0865,5.7496,0.1107
2021-04-26,6.2768377,6.45955966,6.20577916,6.39865234,2530169,47808399.52,1.0701,2.4932,6.29037266,6.1150949279999995,6.226515331632134,6.174241675786423,0.0523,0.0089,0.0868,59.21,6.456,6.1151,5.7742,0.1115
2021-04-27,6.41895478,6.4460247,6.23284908,6.42233852,2000285,37529549.36,0.846,0.3702,6.3255635560000005,6.138611921,6.256641975996422,6.192619219802243,0.064,0.0199,0.0883,59.99,6.4958,6.1386,5.7814,0.1164
2021-04-28,6.4121873,6.4121873,6.259919,6.35466372,1204845,22575061.73,0.5096,-1.0537,6.3533102239999995,6.160944605,6.271722244304664,6.204622516113187,0.0671,0.0293,0.0755,56.66,6.5135,6.1609,5.8084,0.1144
2021-04-29,6.3106751,6.3445125,6.18547672,6.18547672,1564909,29021396.78,0.6619,-2.6624,6.32082632,6.178201679,6.258453702103946,6.203204308993692,0.0552,0.0345,0.0415,49.29,6.4986,6.1782,5.8578,0.1037
2021-04-30,6.18547672,6.21931412,6.01967346,6.08734826,1212510,21784516.66,0.5128,-1.5864,6.289695912,6.186830216,6.232129787934108,6.194622379438604,0.0375,0.0351,0.0048,45.59,6.4871,6.1868,5.8866,0.0971
2021-05-06,6.05351086,6.1753255,5.9723011,6.04335964,1505119,26885636.91,0.6366,-0.7226,6.218637372,6.194443631,6.203088226713476,6.1834177320727814,0.0197,0.032,-0.0247,43.99,6.4711,6.1944,5.9178,0.0893
2021-05-07,6.04335964,6.07042956,5.97906858,6.00952224,742959,13213884.32,0.3142,-0.5599,6.136074116,6.192751761,6.173308844142172,6.170536584511835,0.0028,0.0262,-0.0468,42.75,6.4735,6.1928,5.912,0.0907
2021-05-10,5.95876614,6.0230572,5.9553824,6.0061385,745776,13207274.09,0.3154,-0.0563,6.066369072,6.186999403,6.147590329658761,6.15835894862207,-0.0108,0.0188,-0.0591,42.62,6.4779,6.187,5.8961,0.094
2021-05-11,6.00275476,6.10426696,5.921545,6.06027834,1005025,17907437.25,0.4251,0.9014,6.041329396,6.181585419,6.134157715865105,6.151093718353768,-0.0169,0.0116,-0.0572,45.47,6.4776,6.1816,5.8856,0.0958
2021-05-12,6.0568946,6.16855802,6.01290598,6.1245694,979110,17698414.34,0.4141,1.0609,6.048773624000001,6.183954037,6.132682590347397,6.149128954031267,-0.0164,0.006,-0.0449,48.72,6.4773,6.184,5.8906,0.0949
2021-05-13,6.1076507,6.13810436,6.0568946,6.07042956,809679,14565568.3,0.3425,-0.884,6.054187607999999,6.189198834,6.123105201063182,6.14329936928821,-0.0202,0.0008,-0.0419,46.22,6.4703,6.1892,5.9081,0.0908
2021-05-14,6.07042956,6.67611902,6.02982468,6.67611902,4167935,79597941.21,1.7628,9.9777,6.187506964,6.223036234,6.208184250130385,6.182767491563157,0.0254,0.0057,0.0394,66.75,6.5616,6.223,5.8845,0.1088
2021-05-17,7.3427158,7.3427158,6.6998052,6.70318894,12842444,269122386.95,5.4317,0.4055,6.326917052000001,6.256366073000001,6.284338817802634,6.221317228484405,0.063,0.0172,0.0917,67.35,6.6428,6.2564,5.8699,0.1235
2021-05-18,6.429106,6.74041008,6.2937564,6.53738568,8397619,160066662.57,3.5518,-2.4735,6.422338519999999,6.267024854000001,6.323269104294536,6.244729706374449,0.0785,0.0294,0.0982,60.19,6.6717,6.267,5.8623,0.1292
2021-05-19,6.43248974,6.57122308,6.41557104,6.49339706,3648911,70022041.9,1.5433,-0.6729,6.496104052,6.277683635000001,6.34944263594153,6.263149510346713,0.0863,0.0408,0.091,58.41,6.6942,6.2777,5.8611,0.1327
2021-05-20,6.5136995,6.5644556,6.34789624,6.3614312,3274788,62044756.72,1.3851,-2.0323,6.55430438,6.279375505,6.351287030412065,6.270429635506216,0.0809,0.0488,0.0641,53.33,6.697,6.2794,5.8617,0.133
2021-05-21,6.3783499,6.4460247,6.24638404,6.3106751,2774973,51664355.11,1.1737,-0.7979,6.481215596,6.282590058,6.345039041117901,6.273410781024274,0.0716,0.0534,0.0365,51.48,6.7002,6.2826,5.865,0.1329
2021-05-24,6.3106751,6.50354828,6.20239542,6.429106,2778763,51967775.96,1.1753,1.8767,6.426399008,6.293248839,6.357972419407455,6.284943760207661,0.073,0.0573,0.0314,55.38,6.7143,6.2932,5.8722,0.1338
2021-05-25,6.39188486,6.44940844,6.32082632,6.42572226,2321274,43827337.12,0.9818,-0.0526,6.404066324,6.297140140000001,6.368395471806308,6.295371797229317,0.073,0.0605,0.0251,55.24,6.7216,6.2971,5.8727,0.1348
2021-05-26,6.42572226,6.6152117,6.36819868,6.55768812,3663137,70540194.4,1.5493,2.0537,6.416924536000001,6.312874531,6.397517417682261,6.314802635953071,0.0827,0.0649,0.0356,59.44,6.7512,6.3129,5.8745,0.1389
2021-05-27,6.61234992,6.61234992,6.49622394,6.53037864,2732047,52388295.05,1.1555,-0.4167,6.450714024,6.319460846,6.417957605731144,6.330771228845435,0.0872,0.0694,0.0356,58.22,6.7666,6.3195,5.8723,0.1415
