date,股票代码,open,close,high,low,volume,amount,amplitude_pct,chg_pct,chg_amt,turnover_pct,ma5,ma20,ema12,ema26,diff,dea,macd,rsi14,bb_upper,bb_mid,bb_lower,bb_width
2021-03-19,002837,5.68,5.67,5.78,5.66,10265,18158409.0,2.09,-1.05,-0.06,0.43,5.752000000000001,6.1205,5.881867487740965,6.055001803467599,-0.1731,-0.1286,-0.0891,36.74,6.8391,6.1205,5.4019,0.2348
2021-03-22,002837,5.67,5.65,5.71,5.57,13326,23336377.0,2.47,-0.35,-0.02,0.56,5.74,6.0825000000000005,5.846195566550048,6.0250016698774065,-0.1788,-0.1386,-0.0804,36.25,6.8161,6.0825,5.3489,0.2412
2021-03-23,002837,5.7,5.59,5.7,5.56,11631,20224737.0,2.48,-1.06,-0.06,0.49,5.683999999999999,6.048500000000001,5.806780864003887,5.992779323960562,-0.186,-0.1481,-0.0758,34.76,6.8068,6.0485,5.2902,0.2507
2021-03-24,002837,5.6,5.46,5.61,5.43,15052,25738977.0,3.22,-2.33,-0.13,0.64,5.62,5.995,5.753429961849442,5.953314188852373,-0.1999,-0.1585,-0.0829,31.71,6.7608,5.995,5.2292,0.2555
2021-03-25,002837,5.48,5.46,5.5,5.42,10115,17185143.0,1.47,0.0,0.0,0.43,5.566000000000001,5.9384999999999994,5.708286890795682,5.916772397085531,-0.2085,-0.1685,-0.0801,31.71,6.6869,5.9385,5.1901,0.2521
2021-03-26,002837,5.6,5.54,5.6,5.47,11368,19536193.0,2.38,1.47,0.08,0.48,5.54,5.888,5.682396599904039,5.88886333063475,-0.2065,-0.1761,-0.0608,35.73,6.5999,5.888,5.1761,0.2418
2021-03-29,002837,5.53,5.67,5.71,5.52,13731,23959147.0,3.43,2.35,0.13,0.58,5.544,5.8405000000000005,5.680489430688033,5.872651232069213,-0.1922,-0.1793,-0.0258,41.74,6.4731,5.8405,5.2079,0.2166
2021-03-30,002837,5.64,5.63,5.72,5.62,11638,20470248.0,1.76,-0.71,-0.04,0.49,5.5520000000000005,5.795,5.672721825966797,5.854677066730753,-0.182,-0.1798,-0.0043,40.49,6.3454,5.795,5.2446,0.19
2021-03-31,002837,5.63,5.56,5.63,5.54,8433,14553338.0,1.6,-1.24,-0.07,0.36,5.572,5.7475000000000005,5.65538000658729,5.832849135861808,-0.1775,-0.1793,0.0038,38.32,6.1977,5.7475,5.2973,0.1567
2021-04-01,002837,5.55,5.64,5.64,5.52,8521,14769865.0,2.16,1.44,0.08,0.36,5.608,5.7145,5.653013851727707,5.818564014686859,-0.1656,-0.1766,0.0221,42.14,6.0881,5.7145,5.3409,0.1308
2021-04-02,002837,5.66,5.61,5.67,5.6,9756,17022895.0,1.24,-0.53,-0.03,0.41,5.622,5.6805,5.64639633607729,5.803114828413759,-0.1567,-0.1726,0.0318,41.11,5.9468,5.6805,5.4142,0.0938
2021-04-06,002837,5.74,5.77,5.8,5.67,15765,28064764.0,2.32,2.85,0.16,0.67,5.6419999999999995,5.667,5.665412284373091,5.800661878160888,-0.1352,-0.1651,0.0598,48.35,5.8813,5.667,5.4527,0.0756
2021-04-07,002837,5.77,5.85,5.88,5.74,17582,31637852.0,2.43,1.39,0.08,0.74,5.686,5.6745,5.693810394469539,5.804316553852674,-0.1105,-0.1542,0.0874,51.55,5.9029,5.6745,5.4461,0.0805
2021-04-08,002837,5.84,5.9,5.94,5.75,15367,27980970.0,3.25,0.85,0.05,0.65,5.754,5.6835,5.725531872243456,5.811404216530254,-0.0859,-0.1405,0.1093,53.49,5.9317,5.6835,5.4353,0.0873
2021-04-09,002837,5.88,5.8,5.88,5.78,10397,18721812.0,1.69,-1.69,-0.1,0.44,5.786,5.6834999999999996,5.736988507282925,5.810559459750235,-0.0736,-0.1272,0.1072,49.24,5.9317,5.6835,5.4353,0.0873
2021-04-12,002837,5.8,5.69,5.8,5.68,11738,20837528.0,2.07,-1.9,-0.11,0.5,5.802,5.679,5.729759506162475,5.801629129398365,-0.0719,-0.1161,0.0884,45.0,5.9233,5.679,5.4347,0.086
2021-04-13,002837,5.67,5.72,5.76,5.67,7166,12700539.0,1.58,0.53,0.03,0.3,5.792,5.6795,5.7282580436759405,5.795582527220708,-0.0673,-0.1063,0.078,46.36,5.9241,5.6795,5.4349,0.0861
2021-04-14,002837,5.85,5.76,5.85,5.65,8906,15900180.0,3.5,0.7,0.04,0.38,5.773999999999999,5.6739999999999995,5.73314142157195,5.792946784463619,-0.0598,-0.097,0.0745,48.19,5.9058,5.674,5.4422,0.0817
2021-04-15,002837,5.83,6.06,6.08,5.78,32574,60068719.0,5.21,5.21,0.3,1.38,5.806,5.688,5.783427356714727,5.812728504132981,-0.0293,-0.0835,0.1084,59.4,5.9717,5.688,5.4043,0.0998
2021-04-16,002837,6.07,6.01,6.1,5.96,17631,32804785.0,2.31,-0.83,-0.05,0.75,5.848,5.702,5.818284686450923,5.827341207530537,-0.0091,-0.0686,0.1191,57.18,6.0184,5.702,5.3856,0.111
2021-04-19,002837,6.06,6.06,6.14,6.03,16656,31128789.0,1.83,0.83,0.05,0.7,5.921999999999999,5.721500000000001,5.855471657766165,5.8445751921579046,0.0109,-0.0527,0.1272,58.84,6.0737,5.7215,5.3693,0.1231
2021-04-20,002837,6.09,5.98,6.13,5.98,12817,23876271.0,2.48,-1.32,-0.08,0.54,5.973999999999999,5.7379999999999995,5.874629864263678,5.8546066594054675,0.02,-0.0382,0.1164,55.16,6.1058,5.738,5.3702,0.1282
2021-04-21,002837,5.96,5.95,6.01,5.92,8509,15663335.0,1.51,-0.5,-0.03,0.36,6.0120000000000005,5.755999999999999,5.886225269761574,5.8616728327828405,0.0246,-0.0256,0.1003,53.8,6.1283,5.756,5.3837,0.1294
2021-04-22,002837,5.96,6.08,6.09,5.92,18017,33513586.0,2.86,2.18,0.13,0.76,6.016,5.787,5.916036766721331,5.877845215539667,0.0382,-0.0129,0.1021,58.57,6.1588,5.787,5.4152,0.1285
2021-04-23,002837,6.1,5.98,6.1,5.98,9857,18293238.0,1.97,-1.64,-0.1,0.42,6.01,5.813000000000001,5.925877264148818,5.885412236610803,0.0405,-0.0022,0.0853,53.96,6.1617,5.813,5.4643,0.12
2021-04-26,002837,6.01,6.14,6.2,5.94,25302,47808399.0,4.35,2.68,0.16,1.07,6.026000000000001,5.843,5.958819223510538,5.9042705894544465,0.0545,0.0092,0.0908,59.45,6.1958,5.843,5.4902,0.1208
2021-04-27,002837,6.16,6.16,6.19,5.96,20003,37529549.0,3.75,0.33,0.02,0.85,6.062,5.8675,5.989770112201225,5.923213508754117,0.0666,0.0206,0.0918,60.1,6.2365,5.8675,5.4985,0.1258
2021-04-28,002837,6.15,6.09,6.15,5.99,12048,22575061.0,2.6,-1.14,-0.07,0.51,6.09,5.8905,6.005190094939498,5.935568063661219,0.0696,0.0304,0.0784,56.71,6.2547,5.8905,5.5263,0.1237
2021-04-29,002837,6.05,5.92,6.08,5.92,15649,29021396.0,2.63,-2.79,-0.17,0.66,6.058,5.9085,5.992083926487267,5.934414873760388,0.0577,0.0359,0.0436,49.44,6.2397,5.9085,5.5773,0.1121
2021-04-30,002837,5.92,5.81,5.95,5.74,12125,21784516.0,3.55,-1.86,-0.11,0.51,6.023999999999999,5.917,5.964071014719995,5.925198957185545,0.0389,0.0365,0.0048,45.38,6.2283,5.917,5.6057,0.1052
2021-05-06,002837,5.78,5.77,5.91,5.7,15051,26885636.0,3.61,-0.69,-0.04,0.64,5.95,5.925,5.934213935532303,5.913702738134764,0.0205,0.0333,-0.0255,43.97,6.2116,5.925,5.6384,0.0967
2021-05-07,002837,5.77,5.73,5.8,5.7,7430,13213884.0,1.73,-0.69,-0.04,0.31,5.864,5.923,5.902796406988871,5.900095127902559,0.0027,0.0272,-0.0489,42.54,6.2144,5.923,5.6316,0.0984
2021-05-10,002837,5.68,5.73,5.75,5.68,7458,13207274.0,1.22,0.0,0.0,0.32,5.792,5.917,5.876212344375199,5.887495488798666,-0.0113,0.0195,-0.0615,42.54,6.2189,5.917,5.6151,0.102
2021-05-11,002837,5.73,5.79,5.83,5.64,10050,17907437.0,3.32,1.05,0.06,0.43,5.766,5.9115,5.862948906779015,5.880273600739505,-0.0173,0.0121,-0.0589,45.61,6.2184,5.9115,5.6046,0.1038
2021-05-12,002837,5.78,5.85,5.9,5.74,9791,17698414.0,2.76,1.04,0.06,0.41,5.774,5.914,5.860956767274551,5.878031111795838,-0.0171,0.0063,-0.0467,48.57,6.2181,5.914,5.6099,0.1028
2021-05-13,002837,5.84,5.8,5.87,5.78,8097,14565568.0,1.54,-0.85,-0.05,0.34,5.78,5.919499999999999,5.851578803078467,5.872251029440591,-0.0207,0.0009,-0.0431,46.31,6.2109,5.9195,5.6281,0.0985
2021-05-14,002837,5.8,6.42,6.42,5.75,41679,79597941.0,11.55,10.69,0.62,1.76,5.918000000000001,5.9544999999999995,5.939028217989472,5.912825027259806,0.0262,0.006,0.0405,66.89,6.304,5.9545,5.605,0.1174
2021-05-17,002837,7.11,6.45,7.11,6.45,128424,269122384.0,10.28,0.47,0.03,5.43,6.061999999999999,5.989,6.017639261375707,5.952615765981302,0.065,0.0178,0.0945,67.54,6.3876,5.989,5.5904,0.1331
2021-05-18,002837,6.17,6.28,6.49,6.03,83976,160066662.0,7.13,-2.64,-0.17,3.55,6.159999999999999,6.0,6.05800245193329,5.976866449982688,0.0811,0.0304,0.1014,60.33,6.4176,6.0,5.5824,0.1392
2021-05-19,002837,6.17,6.23,6.31,6.15,36489,70022041.0,2.55,-0.8,-0.05,1.54,6.236,6.011,6.084463613174322,5.9956170833173035,0.0888,0.0421,0.0935,58.36,6.4405,6.011,5.5815,0.1429
2021-05-20,002837,6.26,6.1,6.31,6.08,32748,62044756.0,3.69,-2.09,-0.13,1.39,6.296,6.013,6.086853826532119,6.003349151219726,0.0835,0.0504,0.0662,53.46,6.4437,6.013,5.5823,0.1433
2021-05-21,002837,6.12,6.05,6.19,5.98,27750,51664355.0,3.44,-0.82,-0.05,1.17,6.222,6.0165,6.081184007065639,6.006804769647894,0.0744,0.0552,0.0384,51.66,6.4472,6.0165,5.5858,0.1432
2021-05-24,002837,6.05,6.17,6.24,5.93,27788,51967775.0,5.12,1.98,0.12,1.18,6.1659999999999995,6.0275,6.094848005978617,6.018893305229532,0.076,0.0593,0.0332,55.53,6.4621,6.0275,5.5929,0.1442
2021-05-25,002837,6.13,6.16,6.19,6.06,23213,43827337.0,2.11,-0.16,-0.01,0.98,6.1419999999999995,6.0315,6.104871389674215,6.0293456529903064,0.0755,0.0626,0.0259,55.13,6.4694,6.0315,5.5936,0.1452
2021-05-26,002837,6.16,6.3,6.36,6.1,36631,70540194.0,4.22,2.27,0.14,1.55,6.156,6.0475,6.134891175878182,6.049394123139173,0.0855,0.0672,0.0367,59.48,6.4999,6.0475,5.5951,0.1496
2021-05-27,002837,6.36,6.27,6.36,6.24,27320,52388295.0,1.9,-0.48,-0.03,1.16,6.1899999999999995,6.054,6.155677148820001,6.065735299202938,0.0899,0.0717,0.0364,58.18,6.5151,6.054,5.5929,0.1523
2021-05-28,002837,6.25,6.18,6.27,6.17,19151,36230022.0,1.59,-1.44,-0.09,0.81,6.215999999999999,6.055,6.159419125924615,6.0741993511138315,0.0852,0.0744,0.0216,54.34,6.5171,6.055,5.5929,0.1526
2021-05-31,002837,6.2,6.27,6.31,6.14,20522,38967104.0,2.75,1.46,0.09,0.87,6.236,6.064,6.176431568090059,6.088703102883177,0.0877,0.0771,0.0213,57.37,6.5354,6.064,5.5926,0.1555
2021-06-01,002837,6.27,6.28,6.35,6.21,19397,37139541.0,2.23,0.16,0.01,0.82,6.26,6.082,6.19236517299928,6.102873243410349,0.0895,0.0796,0.0199,57.7,6.5575,6.082,5.6065,0.1564
2021-06-02,002837,6.28,6.13,6.29,6.12,19363,36495381.0,2.71,-2.39,-0.15,0.82,6.226,6.098,6.182770530999391,6.104882632787361,0.0779,0.0792,-0.0027,51.19,6.5571,6.098,5.6389,0.1506
2021-06-03,002837,6.17,6.16,6.29,6.13,16950,32156569.0,2.61,0.49,0.03,0.72,6.204,6.1175,6.1792673723841,6.108965400729038,0.0703,0.0774,-0.0143,52.35,6.5517,6.1175,5.6833,0.142
2021-06-04,002837,6.12,6.01,6.19,6.01,16535,30770480.0,2.92,-2.44,-0.15,0.7,6.17,6.1315,6.153226238171161,6.101634630304664,0.0516,0.0723,-0.0414,46.42,6.5315,6.1315,5.7315,0.1305
2021-06-07,002837,6.08,6.12,6.21,5.98,19123,35534898.0,3.83,1.83,0.11,0.78,6.14,6.151000000000001,6.148114509221752,6.102995028059874,0.0451,0.0668,-0.0434,50.82,6.5064,6.151,5.7956,0.1156
2021-06-08,002837,6.13,6.37,6.68,6.09,66291,129736032.0,9.64,4.08,0.25,2.62,6.1579999999999995,6.18,6.182250738572252,6.122773174129514,0.0595,0.0654,-0.0118,59.05,6.5063,6.18,5.8537,0.1056
2021-06-09,002837,6.37,6.3,6.46,6.29,31705,61336532.0,2.67,-1.1,-0.07,1.25,6.192,6.2025,6.200366009561137,6.135901087156958,0.0645,0.0652,-0.0014,56.21,6.4949,6.2025,5.9101,0.0943
2021-06-10,002837,6.34,6.45,6.49,6.27,32740,63936940.0,3.49,2.38,0.15,1.29,6.25,6.235,6.238771238859424,6.15916767329348,0.0796,0.0681,0.0231,60.58,6.4823,6.235,5.9877,0.0793
2021-06-11,002837,6.54,6.37,6.55,6.35,22629,44180570.0,3.1,-1.24,-0.08,0.89,6.322000000000001,6.2325,6.2589602790348975,6.174784882679148,0.0842,0.0713,0.0258,57.3,6.4732,6.2325,5.9918,0.0772
2021-06-15,002837,6.36,6.22,6.46,6.2,22700,43677073.0,4.08,-2.35,-0.15,0.9,6.3420000000000005,6.221,6.252966389952606,6.178134150628841,0.0748,0.072,0.0057,51.64,6.44,6.221,6.002,0.0704
2021-06-16,002837,6.23,6.21,6.39,6.14,20956,39995236.0,4.02,-0.16,-0.01,0.83,6.3100000000000005,6.217499999999999,6.246356176113744,6.180494583915594,0.0659,0.0708,-0.0098,51.28,6.4348,6.2175,6.0002,0.0699
2021-06-17,002837,6.13,6.21,6.26,6.11,23674,44548249.0,2.42,0.0,0.0,0.94,6.292,6.2165,6.240762918250091,6.182680170292216,0.0581,0.0682,-0.0203,51.28,6.4338,6.2165,5.9992,0.0699
2021-06-18,002837,6.24,6.21,6.26,6.16,14463,27413523.0,1.61,0.0,0.0,0.57,6.244,6.2219999999999995,6.236030161596231,6.184703861381681,0.0513,0.0649,-0.0271,51.28,6.4327,6.222,6.0113,0.0677
2021-06-21,002837,6.21,6.35,6.38,6.19,21886,42182259.0,3.06,2.25,0.14,0.87,6.24,6.237,6.253563982889118,6.196948019797853,0.0566,0.0632,-0.0132,56.62,6.4391,6.237,6.0349,0.0648
2021-06-22,002837,6.34,6.39,6.41,6.3,24783,48004855.0,1.73,0.63,0.04,0.98,6.273999999999999,6.248,6.274554139367715,6.211248166479494,0.0633,0.0632,0.0002,58.03,6.4581,6.248,6.0379,0.0673
2021-06-23,002837,6.39,6.36,6.45,6.32,28235,54802413.0,2.03,-0.47,-0.03,1.12,6.304,6.258,6.2876996563880665,6.222266820814346,0.0654,0.0637,0.0035,56.54,6.4694,6.258,6.0466,0.0676
2021-06-24,002837,6.34,6.38,6.47,6.26,36793,71363524.0,3.3,0.31,0.02,1.46,6.338,6.262,6.30189970925144,6.233950760013283,0.0679,0.0645,0.0069,57.33,6.4794,6.262,6.0446,0.0694
2021-06-25,002837,6.37,6.22,6.38,6.2,35565,67865505.0,2.82,-2.51,-0.16,1.41,6.34,6.2595,6.289299753981988,6.232917370382669,0.0564,0.0629,-0.013,49.6,6.4776,6.2595,6.0414,0.0697
2021-06-28,002837,6.18,6.06,6.19,6.04,37258,69413625.0,2.41,-2.57,-0.16,1.47,6.281999999999999,6.2535,6.254022868753989,6.220108676280249,0.0339,0.0571,-0.0464,43.31,6.4862,6.2535,6.0208,0.0744
2021-06-29,002837,6.07,5.9,6.11,5.88,27543,50355711.0,3.8,-2.64,-0.16,1.09,6.183999999999999,6.234999999999999,6.199557812022606,6.196396922481712,0.0032,0.0463,-0.0863,38.11,6.5137,6.235,5.9563,0.0894
2021-06-30,002837,5.93,5.91,6.0,5.89,19014,34431810.0,1.86,0.17,0.01,0.75,6.093999999999999,6.2165,6.155010456326821,6.175182335631216,-0.0202,0.033,-0.1064,38.6,6.528,6.2165,5.905,0.1002
2021-07-01,002837,5.97,5.79,5.98,5.78,18636,33385107.0,3.38,-2.03,-0.12,0.74,5.976,6.1995,6.09885500150731,6.146650310769644,-0.0478,0.0169,-0.1293,34.98,6.5611,6.1995,5.8379,0.1167
2021-07-02,002837,5.79,5.7,5.81,5.66,18850,32995285.0,2.59,-1.55,-0.09,0.75,5.872,6.1765,6.037492693583109,6.113565102564485,-0.0761,-0.0017,-0.1487,32.51,6.5987,6.1765,5.7543,0.1367
2021-07-05,002837,5.66,5.75,5.79,5.66,12718,22384703.0,2.28,0.88,0.05,0.5,5.81,6.1635,5.993263048416477,6.0866343542263746,-0.0934,-0.0201,-0.1466,35.24,6.62,6.1635,5.707,0.1481
2021-07-06,002837,5.78,5.79,5.79,5.71,12708,22420059.0,1.39,0.7,0.04,0.5,5.788,6.147,5.961991810198557,6.064661439098495,-0.1027,-0.0366,-0.1322,37.43,6.6316,6.147,5.6624,0.1577
2021-07-07,002837,5.79,5.84,5.86,5.73,11584,20649620.0,2.25,0.86,0.05,0.46,5.774,6.1205,5.9432238393987795,6.048019851017125,-0.1048,-0.0502,-0.1091,40.14,6.6114,6.1205,5.6296,0.1604
2021-07-08,002837,5.82,5.84,5.92,5.78,13666,24480248.0,2.4,0.0,0.0,0.54,5.784000000000001,6.0975,5.927343248722044,6.0326109731640045,-0.1053,-0.0612,-0.0881,40.14,6.5956,6.0975,5.5994,0.1634
2021-07-09,002837,5.85,5.78,5.85,5.71,12634,22286930.0,2.4,-1.03,-0.06,0.5,5.8,6.064,5.9046750566109605,6.01389904922593,-0.1092,-0.0708,-0.0768,37.85,6.5528,6.064,5.5752,0.1612
2021-07-12,002837,5.81,5.9,5.94,5.78,19362,34837272.0,2.77,2.08,0.12,0.77,5.83,6.0405,5.903955817132352,6.005462082616602,-0.1015,-0.077,-0.0491,44.65,6.5131,6.0405,5.5679,0.1565
2021-07-13,002837,5.91,5.91,5.92,5.84,12949,23344521.0,1.36,0.17,0.01,0.51,5.854,6.025,5.904885691419683,5.998390817237595,-0.0935,-0.0803,-0.0265,45.18,6.4934,6.025,5.5566,0.1555
2021-07-14,002837,5.92,6.04,6.07,5.84,31809,58300317.0,3.89,2.2,0.13,1.26,5.894,6.016500000000001,5.925672508124347,6.001472978923699,-0.0758,-0.0794,0.0072,51.74,6.4773,6.0165,5.5557,0.1532
2021-07-15,002837,6.04,6.28,6.29,5.95,48984,91856144.0,5.63,3.97,0.24,1.94,5.982,6.0200000000000005,5.98018442995137,6.022104610114536,-0.0419,-0.0719,0.0599,61.02,6.4876,6.02,5.5524,0.1553
2021-07-16,002837,6.29,6.2,6.37,6.16,42023,80131764.0,3.34,-1.27,-0.08,1.66,6.066000000000001,6.0195,6.014002209958852,6.035282046402349,-0.0213,-0.0618,0.081,57.08,6.4863,6.0195,5.5527,0.1551
2021-07-19,002837,6.19,6.33,6.36,6.1,36834,70236631.0,4.19,2.1,0.13,1.46,6.152,6.0184999999999995,6.062617254580567,6.057113005928101,0.0055,-0.0483,0.1076,61.44,6.4825,6.0185,5.5545,0.1542
2021-07-20,002837,6.23,6.25,6.31,6.16,26068,49497704.0,2.37,-1.26,-0.08,1.03,6.220000000000001,6.0115,6.091445369260479,6.071400931414908,0.02,-0.0346,0.1094,57.56,6.4568,6.0115,5.5662,0.1481
2021-07-21,002837,6.26,6.23,6.33,6.17,26717,50754046.0,2.56,-0.32,-0.02,1.06,6.258000000000001,6.005,6.112761466297329,6.083149010569359,0.0296,-0.0218,0.1028,56.6,6.4332,6.005,5.5768,0.1426
2021-07-22,002837,6.27,6.42,6.46,6.2,51107,99402266.0,4.17,3.05,0.19,2.02,6.286,6.007,6.160028933020817,6.108100935712369,0.0519,-0.007,0.1179,62.93,6.4425,6.007,5.5715,0.145
2021-07-23,002837,6.37,6.34,6.58,6.34,34833,68028625.0,3.74,-1.25,-0.08,1.38,6.314,6.013,6.187716789479152,6.1252786441781195,0.0624,0.0069,0.1112,59.03,6.4631,6.013,5.5629,0.1497
2021-07-26,002837,6.3,6.29,6.39,6.17,33505,64222492.0,3.47,-0.79,-0.05,1.33,6.306,6.0245,6.203452668020821,6.137480226090851,0.066,0.0187,0.0946,56.66,6.4903,6.0245,5.5587,0.1546
2021-07-27,002837,6.31,6.28,6.43,6.23,41845,80812420.0,3.18,-0.16,-0.01,1.65,6.311999999999999,6.0435,6.215229180633003,6.148037246380418,0.0672,0.0284,0.0776,56.18,6.5184,6.0435,5.5686,0.1572
2021-07-28,002837,6.26,6.46,6.48,6.13,60055,116352978.0,5.57,2.87,0.18,2.38,6.358,6.071,6.252886229766387,6.171145598500386,0.0817,0.0391,0.0854,62.41,6.5746,6.071,5.5674,0.1659
2021-07-29,002837,6.56,6.9,7.13,6.39,121488,249133350.0,11.46,6.81,0.44,4.8,6.454000000000001,6.1265,6.352442194417712,6.225134813426283,0.1273,0.0567,0.1412,72.65,6.7289,6.1265,5.5241,0.1967
2021-07-30,002837,7.63,7.63,7.63,7.63,74863,172258773.0,0.0,10.58,0.73,2.96,6.712000000000001,6.223000000000001,6.5489895491226795,6.329198901320632,0.2198,0.0893,0.2609,81.61,7.084,6.223,5.362,0.2767
2021-08-02,002837,8.44,8.44,8.44,8.44,26052,65938548.0,0.0,10.62,0.81,1.03,7.142,6.3575,6.839914233873037,6.485554538259844,0.3544,0.1423,0.4241,86.78,7.6253,6.3575,5.0897,0.3988
2021-08-03,002837,8.99,9.33,9.33,8.72,264595,719490704.0,7.23,10.55,0.89,10.46,7.752,6.5344999999999995,7.223004351738723,6.696254202092448,0.5268,0.2192,0.6151,90.08,8.3191,6.5345,4.7499,0.5462
2021-08-04,002837,9.49,10.3,10.3,9.47,459273,1369675344.0,8.9,10.4,0.97,18.16,8.52,6.7575,7.696388297625074,6.963198335270785,0.7332,0.322,0.8224,92.33,9.1502,6.7575,4.3648,0.7082
2021-08-05,002837,9.91,10.94,11.33,9.7,387743,1185242480.0,15.83,6.21,0.64,15.34,9.328,7.0125,8.195405482605832,7.257776236361838,0.9376,0.4451,0.985,93.39,9.9782,7.0125,4.0468,0.8458
2021-08-06,002837,11.72,12.08,12.08,11.37,376070,1322693616.0,6.49,10.42,1.14,14.87,10.218,7.327500000000001,8.793035408358781,7.614977996631332,1.1781,0.5917,1.1727,94.78,10.9649,7.3275,3.6901,0.9928
2021-08-09,002837,11.44,11.53,11.89,10.86,295357,999943104.0,8.53,-4.55,-0.55,11.68,10.836,7.609,9.21410688399589,7.904979626510492,1.3091,0.7352,1.1479,85.45,11.6138,7.609,3.6042,1.0526
2021-08-10,002837,11.2,11.43,12.15,10.81,290870,984952864.0,11.62,-0.87,-0.1,11.5,11.256,7.885,9.555013517227293,8.166092246768974,1.3889,0.8659,1.046,83.84,12.1366,7.885,3.6334,1.0784
2021-08-11,002837,10.94,12.62,12.62,10.94,301386,1093704688.0,14.7,10.41,1.19,11.92,11.719999999999999,8.214,10.026549899192325,8.496011339600901,1.5305,0.9989,1.0634,86.99,12.845,8.214,3.583,1.1276
2021-08-12,002837,12.88,12.11,13.05,11.72,348340,1266410544.0,10.54,-4.04,-0.51,13.78,11.953999999999999,8.505500000000001,10.347080683931967,8.763714203334168,1.5834,1.1158,0.9352,79.8,13.3423,8.5055,3.6687,1.1373
2021-08-13,002837,11.48,11.72,12.01,11.15,224002,768164880.0,7.1,-3.22,-0.39,8.86,11.882,8.7815,10.558299040250127,8.982698336420524,1.5756,1.2077,0.7357,74.72,13.69,8.7815,3.873,1.1179
2021-08-16,002837,11.42,11.94,12.62,11.2,247665,880035200.0,12.12,1.88,0.22,9.8,11.964,9.062000000000001,10.770868418673183,9.201757718907892,1.5691,1.28,0.5782,75.66,14.019,9.062,4.105,1.094
2021-08-17,002837,11.88,10.84,12.46,10.71,279600,935801440.0,14.66,-9.21,-1.1,11.06,11.846,9.291500000000001,10.781504046569617,9.32310899898879,1.4584,1.3157,0.2854,63.02,14.1301,9.2915,4.4529,1.0415
2021-08-18,002837,10.75,10.44,10.91,10.08,193789,603873616.0,7.66,-3.69,-0.4,7.66,11.41,9.501999999999999,10.728964962481983,9.40584166573036,1.3231,1.3172,0.0119,59.15,14.1521,9.502,4.8519,0.9788
2021-08-19,002837,10.38,10.59,10.68,10.27,157671,492377440.0,3.93,1.44,0.15,6.24,11.106,9.7105,10.707585737484756,9.493557097898481,1.214,1.2965,-0.165,60.14,14.1587,9.7105,5.2623,0.9162
2021-08-20,002837,10.75,10.86,10.94,10.26,158918,501650112.0,6.42,2.55,0.27,6.25,10.934000000000001,9.936499999999999,10.731034085564024,9.594775090646742,1.1363,1.2645,-0.2565,61.93,14.1287,9.9365,5.7443,0.8438
2021-08-23,002837,11.02,10.9,11.02,10.36,160479,508795168.0,6.08,0.37,0.04,6.32,10.725999999999999,10.167,10.757028841631097,9.691458417265501,1.0656,1.2247,-0.3183,62.2,14.0256,10.167,6.3084,0.759
2021-08-24,002837,10.68,10.79,11.2,10.42,174042,556072896.0,7.16,-1.01,-0.11,6.85,10.716,10.3925,10.762101327534005,9.772831867838427,0.9893,1.1776,-0.3767,60.92,13.819,10.3925,6.966,0.6594
2021-08-25,002837,10.61,10.47,10.94,10.29,134209,419460624.0,6.02,-2.97,-0.32,5.28,10.722,10.593,10.717162661759541,9.824473951702247,0.8927,1.1206,-0.4559,57.23,13.5065,10.593,7.6795,0.5501
2021-08-26,002837,10.46,11.02,11.41,10.46,218198,712908448.0,9.07,5.25,0.55,8.59,10.808,10.799,10.763753021488842,9.913031436761338,0.8507,1.0666,-0.4319,61.54,13.1713,10.799,8.4267,0.4394
2021-08-27,002837,10.64,9.88,10.64,9.88,206897,616897488.0,6.9,-10.34,-1.14,8.14,10.612,10.9115,10.627791018182865,9.910584663667906,0.7172,0.9968,-0.5591,50.23,12.8447,10.9115,8.9783,0.3543
2021-08-30,002837,9.62,9.98,10.06,9.59,154658,455495424.0,4.76,1.01,0.1,6.09,10.428,10.988499999999998,10.528130861539347,9.915726540433248,0.6124,0.9199,-0.615,51.08,12.6211,10.9885,9.3559,0.2971
2021-08-31,002837,10.01,10.19,10.81,9.99,153874,472417088.0,8.22,2.1,0.21,6.06,10.308000000000002,11.0315,10.476110728994833,9.936043092993748,0.5401,0.8439,-0.6077,52.9,12.5267,11.0315,9.5363,0.2711
2021-09-01,002837,10.22,11.26,11.26,10.22,250652,805635824.0,10.21,10.5,1.07,9.86,10.466000000000001,11.0795,10.596709078380243,10.034113974994211,0.5626,0.7877,-0.4501,60.87,12.5389,11.0795,9.6201,0.2634
2021-09-02,002837,11.37,11.09,11.37,10.46,166670,542517568.0,8.08,-1.51,-0.17,6.56,10.48,11.087,10.672599989398668,10.11232775462427,0.5603,0.7422,-0.3638,59.16,12.545,11.087,9.629,0.263
2021-09-03,002837,11.26,10.94,11.81,10.61,167116,555848000.0,10.82,-1.35,-0.15,6.58,10.691999999999998,11.03,10.713738452568103,10.173636809837285,0.5401,0.7018,-0.3233,57.62,12.4156,11.03,9.6444,0.2512
2021-09-06,002837,10.52,10.68,10.75,9.94,122112,375289392.0,7.4,-2.38,-0.26,4.81,10.831999999999999,10.9875,10.708547921403781,10.211145194293783,0.4974,0.6609,-0.327,54.95,12.3612,10.9875,9.6138,0.25
