date,股票代码,open,close,high,low,volume,amount,amplitude_pct,chg_pct,chg_amt,turnover_pct,ma5,ma20,ema12,ema26,diff,dea,macd,rsi14,bb_upper,bb_mid,bb_lower,bb_width
2022-09-14,002837,12.97,13.02,13.45,12.75,52405,153700020.54,5.28,-1.88,-0.25,1.48,13.581999999999999,14.501999999999999,13.86064725716562,13.97750253892231,-0.1169,0.1362,-0.5061,41.64,16.582,14.502,12.422,0.2869
2022-09-15,002837,13.04,12.15,13.14,11.91,81720,227297472.63,9.45,-6.68,-0.87,2.3,13.16,14.392500000000002,13.597470756063217,13.842131980483622,-0.2447,0.06,-0.6094,36.08,16.7119,14.3925,12.0731,0.3223
2022-09-16,002837,11.94,12.06,12.41,11.89,62634,172047298.52,4.28,-0.74,-0.09,1.77,12.808000000000002,14.2055,13.360936793591952,13.710122204151501,-0.3492,-0.0218,-0.6548,35.55,16.641,14.2055,11.77,0.3429
2022-09-19,002837,12.08,11.94,12.59,11.79,65732,180686235.08,6.63,-1.0,-0.12,1.85,12.488,14.070000000000002,13.142331133039344,13.579002040881019,-0.4367,-0.1048,-0.6638,34.82,16.6863,14.07,11.4537,0.3719
2022-09-20,002837,11.99,12.25,12.48,11.99,61945,171794719.36,4.1,2.6,0.31,1.75,12.284,13.9435,13.00504942026406,13.480557445260201,-0.4755,-0.1789,-0.5932,38.35,16.6532,13.9435,11.2338,0.3887
2022-09-21,002837,12.16,11.7,12.25,11.68,65642,176585706.57,4.65,-4.49,-0.55,1.85,12.02,13.7135,12.804272586377282,13.348664301166854,-0.5444,-0.252,-0.5847,34.76,16.3644,13.7135,11.0626,0.3866
2022-09-22,002837,11.66,12.66,12.8,11.37,137090,383731997.37,12.22,8.21,0.96,3.87,12.122,13.522500000000003,12.782076803857699,13.29765213071005,-0.5156,-0.3047,-0.4217,44.54,15.8831,13.5225,11.1619,0.3491
2022-09-23,002837,12.38,12.24,13.05,12.07,84840,238624751.31,7.74,-3.32,-0.42,2.39,12.158,13.364499999999998,12.698680372494977,13.219307528435232,-0.5206,-0.3479,-0.3454,41.6,15.6221,13.3645,11.1069,0.3379
2022-09-26,002837,12.18,13.51,13.51,12.18,132334,398124539.55,10.87,10.38,1.27,3.73,12.472,13.256499999999999,12.823498776726517,13.240840304106696,-0.4173,-0.3618,-0.1111,51.93,15.2543,13.2565,11.2587,0.3014
2022-09-27,002837,13.75,13.89,13.89,13.31,218047,670264831.49,4.29,2.81,0.38,6.15,12.8,13.169999999999998,12.98757588799936,13.2889262075062,-0.3014,-0.3497,0.0967,54.52,14.88,13.17,11.46,0.2597
2022-09-28,002837,13.84,13.66,13.94,13.3,98770,302696276.34,4.61,-1.66,-0.23,2.79,13.192000000000002,13.119499999999999,13.091025751384075,13.316413155098333,-0.2254,-0.3248,0.1989,52.67,14.7044,13.1195,11.5346,0.2416
2022-09-29,002837,13.75,14.22,14.55,13.07,147587,465258918.57,10.83,4.1,0.56,4.16,13.504000000000001,13.172,13.264714097324987,13.383345513979938,-0.1186,-0.2836,0.3299,56.54,14.8281,13.172,11.5159,0.2515
2022-09-30,002837,13.98,14.22,14.76,13.98,122572,397346461.92,5.49,0.0,0.0,3.46,13.9,13.212,13.411681159274988,13.445319920351794,-0.0336,-0.2336,0.3999,56.54,14.9277,13.212,11.4963,0.2597
2022-10-10,002837,14.12,13.77,14.51,13.63,69271,217291017.5,6.19,-3.16,-0.45,1.95,13.951999999999998,13.219999999999999,13.466807134771143,13.469370296622031,-0.0026,-0.1874,0.3697,52.54,14.9445,13.22,11.4955,0.2609
2022-10-11,002837,13.86,14.85,15.06,13.8,125590,412453995.34,9.15,7.84,1.08,3.54,14.144,13.261500000000002,13.679606037114045,13.571639163538917,0.108,-0.1283,0.4726,59.88,15.0974,13.2615,11.4256,0.2769
2022-10-12,002837,14.82,16.37,16.37,14.38,145680,502275002.41,13.4,10.24,1.52,4.11,14.686000000000002,13.37,14.093512800634961,13.778925151424923,0.3146,-0.0397,0.7087,67.5,15.6239,13.37,11.1161,0.3372
2022-10-13,002837,15.99,16.2,17.21,15.8,158987,588518673.67,8.61,-1.04,-0.17,4.48,15.081999999999999,13.466999999999999,14.41758775438343,13.958264029097151,0.4593,0.0601,0.7985,65.99,16.0137,13.467,10.9203,0.3782
2022-10-14,002837,16.51,16.38,16.83,15.89,109530,402280005.32,5.8,1.11,0.18,3.09,15.514,13.594999999999999,14.719497330632132,14.137651878793658,0.5818,0.1644,0.8348,66.84,16.4397,13.595,10.7503,0.4185
2022-10-17,002837,16.48,16.09,16.57,15.85,78016,282802926.53,4.4,-1.77,-0.29,2.2,15.978,13.7225,14.930343895150266,14.282270258142276,0.6481,0.2612,0.7738,64.07,16.7674,13.7225,10.6776,0.4438
2022-10-18,002837,16.25,16.86,17.73,16.15,168793,646255316.93,9.82,4.79,0.77,4.76,16.380000000000003,13.902000000000001,15.227214065127146,14.473213201983588,0.754,0.3597,0.7886,67.87,17.2292,13.902,10.5748,0.4787
2022-10-19,002837,16.61,16.41,17.54,16.16,141394,532736960.46,8.19,-2.67,-0.45,3.99,16.387999999999998,14.0715,15.409181132030664,14.616678890725545,0.7925,0.4463,0.6924,63.64,17.544,14.0715,10.599,0.4936
2022-10-20,002837,16.3,15.85,16.42,15.72,103884,373736639.15,4.27,-3.41,-0.56,2.93,16.317999999999998,14.256499999999999,15.476999419410562,14.70803600993106,0.769,0.5108,0.5163,58.72,17.6938,14.2565,10.8192,0.4822
2022-10-21,002837,15.89,16.07,16.47,15.45,94529,343003994.9,6.44,1.39,0.22,2.67,16.256,14.456999999999999,15.568230277962783,14.808922231417649,0.7593,0.5605,0.3976,60.03,17.8256,14.457,11.0884,0.466
2022-10-24,002837,16.16,16.62,17.03,15.57,119832,445356652.35,9.09,3.42,0.55,3.38,16.362000000000002,14.690999999999999,15.730041004430047,14.943076140201526,0.787,0.6058,0.3623,63.16,17.9769,14.691,11.4051,0.4473
2022-10-25,002837,16.25,16.14,16.86,16.03,111567,409639708.4,4.99,-2.89,-0.48,3.15,16.218,14.885499999999999,15.793111619133118,15.031737166853265,0.7614,0.6369,0.2489,58.83,18.0278,14.8855,11.7432,0.4222
2022-10-26,002837,16.21,17.21,17.53,15.87,156540,598453368.03,10.29,6.63,1.07,4.41,16.378,15.161000000000001,16.01109444695879,15.19308996930858,0.818,0.6731,0.2897,64.65,18.0972,15.161,12.2248,0.3873
2022-10-27,002837,17.19,16.2,17.48,16.11,132036,494414352.17,7.96,-5.87,-1.01,3.72,16.448,15.338,16.040156839734358,15.267675897507944,0.7725,0.693,0.159,56.52,18.0695,15.338,12.6065,0.3562
2022-10-28,002837,15.91,15.0,16.33,14.89,160200,556455433.08,8.89,-7.41,-1.2,4.52,16.234,15.476000000000003,15.880132710544457,15.247848053248097,0.6323,0.6809,-0.0972,48.69,17.8187,15.476,13.1333,0.3028
2022-10-31,002837,14.84,15.09,15.34,14.66,82957,279972931.57,4.53,0.6,0.09,2.34,15.928,15.554999999999998,15.758573831999156,15.23615560485935,0.5224,0.6492,-0.2535,49.26,17.7276,15.555,13.3824,0.2793
2022-11-01,002837,15.09,15.59,16.25,15.03,140265,497169557.86,8.08,3.31,0.5,3.96,15.818000000000001,15.64,15.732639396306979,15.262366300795694,0.4703,0.6134,-0.2862,52.41,17.6739,15.64,13.6061,0.2601
2022-11-02,002837,15.46,15.54,15.71,14.8,128059,441441187.28,5.84,-0.32,-0.05,3.61,15.484,15.734,15.703002566105905,15.282931759996014,0.4201,0.5747,-0.3093,52.06,17.5559,15.734,13.9121,0.2316
2022-11-03,002837,15.26,15.64,16.0,15.12,95825,338282045.42,5.66,0.64,0.1,2.7,15.372,15.805000000000001,15.693309863628073,15.309381259255568,0.3839,0.5366,-0.3053,52.74,17.491,15.805,14.119,0.2134
2022-11-04,002837,15.64,15.68,16.27,15.57,137162,488399849.86,4.48,0.26,0.04,3.87,15.508,15.878,15.691262192300677,15.33683449931071,0.3544,0.5001,-0.2914,53.02,17.4018,15.878,14.3542,0.1919
2022-11-07,002837,15.67,14.98,15.75,14.71,133709,453191901.64,6.63,-4.46,-0.7,3.77,15.485999999999999,15.9385,15.581837239639034,15.310402314176583,0.2714,0.4544,-0.3659,47.6,17.1955,15.9385,14.6815,0.1577
2022-11-08,002837,14.89,15.03,15.03,14.37,111327,369973963.82,4.41,0.33,0.05,3.14,15.374,15.947500000000002,15.496939202771491,15.289631772385725,0.2073,0.405,-0.3953,48.01,17.1754,15.9475,14.7196,0.154
2022-11-09,002837,14.91,15.05,15.64,14.55,105221,359559781.84,7.25,0.13,0.02,2.97,15.276,15.881499999999999,15.428179325422033,15.271881270727523,0.1563,0.3552,-0.3979,48.18,17.1526,15.8815,14.6104,0.1601
2022-11-10,002837,14.89,14.79,15.39,14.76,72236,243895741.5,4.19,-1.73,-0.26,2.04,15.106,15.811000000000002,15.32999789074172,15.236186361784743,0.0938,0.303,-0.4183,46.03,17.1578,15.811,14.4642,0.1704
2022-11-11,002837,15.25,14.66,15.64,14.43,117152,393006549.04,8.18,-0.88,-0.13,3.3,14.902000000000001,15.725000000000003,15.22692129216607,15.193505890541429,0.0334,0.249,-0.4313,44.94,17.1337,15.725,14.3163,0.1792
2022-11-14,002837,14.43,14.14,14.7,14.04,108646,349897846.39,4.5,-3.55,-0.52,3.06,14.734,15.627500000000001,15.059702631832828,15.115468417167989,-0.0558,0.1881,-0.4877,40.8,17.1838,15.6275,14.0712,0.1992
2022-11-15,002837,14.18,14.4,14.64,13.98,68858,223358831.67,4.67,1.84,0.26,1.94,14.608,15.504499999999998,14.958209919243163,15.062470756637026,-0.1043,0.1296,-0.4678,43.6,17.0405,15.5045,13.9685,0.1981
2022-11-16,002837,14.4,14.24,14.59,14.1,47703,153368408.06,3.4,-1.11,-0.16,1.35,14.446000000000002,15.396,14.847716085513445,15.001546996886136,-0.1538,0.0729,-0.4535,42.28,16.967,15.396,13.825,0.2041
2022-11-17,002837,14.11,13.81,14.11,13.53,79182,244799384.43,4.07,-3.02,-0.43,2.23,14.25,15.294,14.688067456972917,14.913284256376052,-0.2252,0.0133,-0.477,38.86,16.9935,15.294,13.5945,0.2222
2022-11-18,002837,13.81,13.98,14.32,13.59,76623,241900204.39,5.29,1.23,0.17,2.16,14.114,15.1895,14.579134002054005,14.844152089237085,-0.265,-0.0424,-0.4453,40.89,16.9415,15.1895,13.4375,0.2307
2022-11-21,002837,13.93,14.77,14.88,13.72,135278,443200427.17,8.3,5.65,0.79,3.81,14.24,15.097,14.608498001738003,14.83865934188619,-0.2302,-0.0799,-0.3005,49.33,16.7283,15.097,13.4657,0.2161
2022-11-22,002837,14.77,14.34,14.89,14.26,60075,195209750.4,4.27,-2.91,-0.43,1.69,14.228,15.007,14.567190616855234,14.801721612857584,-0.2345,-0.1108,-0.2474,45.52,16.5963,15.007,13.4177,0.2118
2022-11-23,002837,14.21,15.32,15.36,13.66,163098,537315660.48,11.85,6.83,0.98,4.6,14.443999999999999,14.9125,14.68300744503135,14.840112604497763,-0.1571,-0.1201,-0.074,54.2,16.153,14.9125,13.672,0.1664
2022-11-24,002837,15.14,15.41,15.8,15.04,136714,473529877.54,4.96,0.59,0.09,3.86,14.764,14.873,14.794852453488065,14.882326485646077,-0.0875,-0.1136,0.0522,54.91,15.9913,14.873,13.7547,0.1504
2022-11-25,002837,15.45,14.78,15.61,14.73,75860,255383113.67,5.71,-4.09,-0.63,2.14,14.923999999999998,14.862,14.792567460643747,14.87474674596859,-0.0822,-0.1073,0.0502,49.16,15.9795,14.862,13.7445,0.1504
2022-11-28,002837,14.4,14.69,15.52,14.4,95567,323386625.62,7.58,-0.61,-0.09,2.7,14.907999999999998,14.842000000000002,14.776787851313939,14.86106180182277,-0.0843,-0.1027,0.0368,48.38,15.9567,14.842,13.7273,0.1502
2022-11-29,002837,14.62,14.41,14.86,14.29,82063,266809525.0,3.88,-1.91,-0.28,2.31,14.922,14.782999999999998,14.720358951111795,14.827649816502564,-0.1073,-0.1036,-0.0074,45.94,15.8573,14.783,13.7087,0.1453
2022-11-30,002837,14.29,14.31,14.66,14.07,65262,210390363.36,4.09,-0.69,-0.1,1.84,14.720000000000002,14.7215,14.657226804786903,14.789305385650524,-0.1321,-0.1093,-0.0455,45.07,15.7555,14.7215,13.6875,0.1405
2022-12-01,002837,14.43,14.43,14.75,14.1,81417,265345060.56,4.54,0.84,0.12,2.3,14.524000000000001,14.660999999999998,14.622268834819687,14.762690171898633,-0.1404,-0.1155,-0.0498,46.39,15.6111,14.661,13.7109,0.1296
2022-12-02,002837,14.56,15.19,15.57,14.41,148700,506377859.33,8.04,5.27,0.76,4.19,14.606,14.636500000000002,14.709612091001274,14.794342751757993,-0.0847,-0.1094,0.0493,53.93,15.5017,14.6365,13.7713,0.1182
2022-12-05,002837,15.35,14.96,15.44,14.67,87064,293669476.32,5.07,-1.51,-0.23,2.46,14.66,14.635499999999999,14.748133307770308,14.806613659035179,-0.0585,-0.0992,0.0814,51.56,15.4992,14.6355,13.7718,0.118
2022-12-06,002837,14.75,14.88,15.21,14.33,86296,286588792.23,5.88,-0.53,-0.08,2.43,14.754000000000001,14.628,14.76842049119026,14.812049684291832,-0.0436,-0.0881,0.0889,50.73,15.4804,14.628,13.7756,0.1165
2022-12-07,002837,14.71,14.65,14.93,14.53,61659,203416320.42,2.69,-1.55,-0.23,1.74,14.822,14.608,14.750201954084066,14.800046003973918,-0.0498,-0.0804,0.0612,48.31,15.4383,14.608,13.7777,0.1137
2022-12-08,002837,14.53,14.75,15.25,14.32,99105,330540499.81,6.35,0.68,0.1,2.79,14.886000000000001,14.606,14.750170884224978,14.796338892568443,-0.0462,-0.0736,0.0548,49.44,15.4348,14.606,13.7772,0.1135
2022-12-09,002837,14.65,14.47,15.04,14.39,73197,240449675.16,4.41,-1.9,-0.28,2.06,14.742,14.596499999999997,14.70706767126729,14.772165641267076,-0.0651,-0.0719,0.0136,46.39,15.4269,14.5965,13.7661,0.1138
2022-12-12,002837,14.53,14.26,14.55,13.89,59861,191182925.45,4.56,-1.45,-0.21,1.69,14.601999999999999,14.602500000000001,14.63828802953386,14.734227445617663,-0.0959,-0.0767,-0.0385,44.19,15.4213,14.6025,13.7837,0.1121
2022-12-13,002837,14.53,13.7,14.58,13.69,77097,243523790.59,6.24,-3.93,-0.56,2.17,14.366,14.5675,14.49393602499019,14.657618005201538,-0.1637,-0.0941,-0.1392,38.89,15.4732,14.5675,13.6618,0.1243
2022-12-14,002837,13.61,13.8,13.82,13.55,52937,163296878.23,1.97,0.73,0.1,1.49,14.195999999999998,14.5455,14.38717663653016,14.59409074555698,-0.2069,-0.1167,-0.1805,40.26,15.5019,14.5455,13.5891,0.1315
2022-12-15,002837,13.79,14.0,14.34,13.64,61635,194347374.94,5.07,1.45,0.2,1.74,14.045999999999998,14.555000000000001,14.327611000140905,14.550084023663869,-0.2225,-0.1378,-0.1693,43.03,15.4854,14.555,13.6246,0.1278
2022-12-16,002837,13.85,13.02,13.97,12.93,94971,284551590.16,7.43,-7.0,-0.98,2.68,13.756,14.507,14.126440077042304,14.436744466355433,-0.3103,-0.1723,-0.276,34.58,15.6302,14.507,13.3838,0.1548
2022-12-19,002837,13.04,13.2,13.24,12.91,62046,183100323.07,2.53,1.38,0.18,1.75,13.544,14.4285,13.98391083442041,14.34513376514392,-0.3612,-0.2101,-0.3023,37.02,15.6794,14.4285,13.1776,0.1734
2022-12-20,002837,13.21,13.45,13.64,13.07,58977,178939753.83,4.32,1.89,0.25,1.66,13.494,14.384,13.901770706048039,14.278827560318446,-0.3771,-0.2435,-0.2671,40.36,15.7056,14.384,13.0624,0.1838
2022-12-21,002837,13.45,13.1,13.51,12.99,45645,135245266.8,3.87,-2.6,-0.35,1.29,13.354,14.273,13.778421366656033,14.191507000294857,-0.4131,-0.2774,-0.2714,37.38,15.6339,14.273,12.9121,0.1907
2022-12-22,002837,13.46,13.12,13.52,13.0,57549,173234296.93,3.97,0.15,0.02,1.62,13.178,14.1585,13.677125771785875,14.112136111384128,-0.435,-0.3089,-0.2522,37.66,15.5027,14.1585,12.8143,0.1899
2022-12-23,002837,12.84,12.55,13.1,12.22,77323,218648894.58,6.71,-4.34,-0.57,2.18,13.084,14.047,13.50372180689574,13.996422325355674,-0.4927,-0.3457,-0.294,33.06,15.5293,14.047,12.5647,0.211
2022-12-26,002837,12.66,13.72,13.83,12.54,102604,311182781.8,10.28,9.32,1.17,2.89,13.187999999999999,13.998499999999998,13.536995375065626,13.97594659755155,-0.439,-0.3643,-0.1492,47.29,15.4568,13.9985,12.5402,0.2084
2022-12-27,002837,13.72,14.42,14.52,13.72,125938,404693449.66,5.83,5.1,0.7,3.55,13.382,13.999,13.672842240440144,14.008839442177361,-0.336,-0.3587,0.0453,53.64,15.4578,13.999,12.5402,0.2084
2022-12-28,002837,14.42,14.89,15.03,14.21,101798,337803410.2,5.69,3.26,0.47,2.87,13.74,14.028,13.860097280372429,14.074110594608667,-0.214,-0.3297,0.2314,57.35,15.5328,14.028,12.5232,0.2145
2022-12-29,002837,14.92,14.81,15.03,14.66,52790,176406831.91,2.48,-0.54,-0.08,1.49,14.078,14.047,14.006236160315131,14.128620920933951,-0.1224,-0.2883,0.3318,56.52,15.5809,14.047,12.5131,0.2184
2022-12-30,002837,14.79,14.8,15.15,14.62,44803,150261657.04,3.58,-0.07,-0.01,1.26,14.528,14.0275,14.128353674112804,14.178352704568473,-0.05,-0.2406,0.3812,56.41,15.5119,14.0275,12.5431,0.2116
2023-01-03,002837,14.79,15.54,15.75,14.57,82163,282538586.34,7.97,5.0,0.74,2.33,14.892000000000001,14.056500000000003,14.345530031941603,14.279215467193032,0.0663,-0.1792,0.4911,62.26,15.6325,14.0565,12.4805,0.2242
2023-01-04,002837,15.47,15.52,15.94,15.3,77119,271054053.68,4.12,-0.13,-0.02,2.18,15.112,14.0885,14.526217719335204,14.37112543258614,0.1551,-0.1124,0.5349,62.02,15.7535,14.0885,12.4235,0.2364
2023-01-05,002837,15.52,15.79,16.0,15.3,60467,213935035.33,4.51,1.74,0.27,1.71,15.291999999999998,14.145499999999998,14.720645762514405,14.476227252394574,0.2444,-0.041,0.5709,64.05,15.9553,14.1455,12.3357,0.2559
2023-01-06,002837,15.72,16.07,16.34,15.66,82644,298610833.95,4.31,1.77,0.28,2.34,15.544,14.211500000000001,14.928238722127574,14.59428449295794,0.334,0.034,0.5999,66.08,16.1928,14.2115,12.2302,0.2788
2023-01-09,002837,16.06,15.9,16.35,15.8,90111,325281208.23,3.42,-1.06,-0.17,2.55,15.764000000000001,14.283000000000001,15.07774045718487,14.691004160146239,0.3867,0.1045,0.5644,63.73,16.3953,14.283,12.1707,0.2958
2023-01-10,002837,15.9,16.06,16.49,15.82,63166,229224678.02,4.21,1.01,0.16,1.79,15.868,14.373,15.228857309925658,14.792411259394665,0.4364,0.1709,0.5311,64.99,16.6227,14.373,12.1233,0.313
2023-01-11,002837,16.06,15.85,16.2,15.73,63281,226792649.18,2.93,-1.31,-0.21,1.79,15.934000000000001,14.480500000000001,15.324417723783249,14.87075116610617,0.4537,0.2275,0.4524,61.94,16.7958,14.4805,12.1652,0.3198
2023-01-12,002837,15.97,16.05,16.4,15.93,45144,163899050.12,2.97,1.26,0.2,1.28,15.986,14.592999999999998,15.436045766278134,14.958102931579788,0.4779,0.2776,0.4008,63.69,16.9825,14.593,12.2035,0.3275
2023-01-13,002837,16.21,15.82,16.27,15.66,42065,149767079.96,3.8,-1.43,-0.23,1.19,15.936000000000002,14.683999999999997,15.495115648389191,15.021947158870173,0.4732,0.3167,0.313,60.27,17.1145,14.684,12.2535,0.331
2023-01-16,002837,15.83,15.87,16.1,15.75,43642,155715355.18,2.21,0.32,0.05,1.24,15.930000000000001,14.8265,15.552790164021625,15.084765887842753,0.468,0.347,0.2421,60.76,17.1832,14.8265,12.4698,0.3179
2023-01-17,002837,15.96,15.83,16.66,15.78,69196,250866945.04,5.55,-0.25,-0.04,1.96,15.884,14.958000000000002,15.59543783109522,15.139968414669216,0.4555,0.3687,0.1736,60.12,17.2289,14.958,12.6871,0.3036
2023-01-18,002837,15.83,15.64,16.02,15.48,39075,137371519.78,3.41,-1.2,-0.19,1.11,15.841999999999999,15.0675,15.602293549388264,15.177007791360385,0.4253,0.38,0.0906,57.02,17.2463,15.0675,12.8887,0.2892
2023-01-19,002837,15.71,15.35,15.77,15.34,43514,151223792.87,2.75,-1.85,-0.29,1.23,15.702000000000002,15.180000000000001,15.563479157174685,15.189822029037394,0.3737,0.3787,-0.0101,52.58,17.1645,15.18,13.1955,0.2615
2023-01-20,002837,15.56,15.81,16.07,15.36,50017,176984319.03,4.63,3.0,0.46,1.42,15.7,15.314499999999999,15.601405440686271,15.235761137997587,0.3656,0.3761,-0.0209,58.15,17.0742,15.3145,13.5548,0.2298
2023-01-30,002837,16.12,15.52,16.33,15.48,57772,205576267.19,5.38,-1.83,-0.29,1.64,15.63,15.463,15.588881526734536,15.256815868516284,0.3321,0.3673,-0.0705,53.86,16.683,15.463,14.243,0.1578
2023-01-31,002837,15.52,15.91,16.16,15.44,47335,169219158.44,4.64,2.51,0.39,1.34,15.646,15.5725,15.638284368775377,15.30519987825582,0.3331,0.3605,-0.0547,58.32,16.5067,15.5725,14.6383,0.12
2023-02-01,002837,15.9,15.64,15.94,15.39,59904,209321799.11,3.46,-1.7,-0.27,1.7,15.646,15.633500000000002,15.638548312040705,15.329999887273907,0.3085,0.3501,-0.083,54.4,16.4037,15.6335,14.8633,0.0985
2023-02-02,002837,15.62,15.75,16.05,15.46,75262,266655064.13,3.77,0.7,0.11,2.13,15.725999999999999,15.6765,15.655694725572904,15.361111006735099,0.2946,0.339,-0.0888,55.7,16.3678,15.6765,14.9852,0.0882
2023-02-03,002837,15.78,15.82,16.14,15.52,61151,216689945.15,3.94,0.44,0.07,1.73,15.728,15.727,15.680972460100149,15.39510278401398,0.2859,0.3284,-0.085,56.56,16.2942,15.727,15.1598,0.0721
2023-02-06,002837,15.88,15.6,16.37,15.42,66171,235133074.0,6.01,-1.39,-0.22,1.87,15.744,15.767,15.66851515854628,15.4102803555685,0.2582,0.3143,-0.1122,53.1,16.1499,15.767,15.3841,0.0486
2023-02-07,002837,15.67,15.34,15.97,15.12,69097,239361431.71,5.45,-1.67,-0.26,1.96,15.63,15.757,15.617974364923775,15.405074403304166,0.2129,0.294,-0.1623,49.26,16.1722,15.757,15.3418,0.0527
2023-02-08,002837,15.45,15.24,15.73,15.14,51782,178683169.29,3.85,-0.65,-0.1,1.47,15.55,15.743,15.559824462627809,15.39284666972608,0.167,0.2686,-0.2033,47.83,16.2054,15.743,15.2806,0.0587
2023-02-09,002837,15.16,15.93,16.11,14.83,108303,381549212.72,8.4,4.53,0.69,3.07,15.586000000000002,15.75,15.616774545300453,15.432635805301926,0.1841,0.2517,-0.1352,57.09,16.2193,15.75,15.2807,0.0596
2023-02-10,002837,16.0,15.55,16.01,15.4,57934,202733955.66,3.83,-2.39,-0.38,1.64,15.532,15.723999999999998,15.606501538331154,15.441329449353635,0.1652,0.2344,-0.1385,51.65,16.1768,15.724,15.2712,0.0576
2023-02-13,002837,15.5,16.18,16.66,15.47,99134,360564643.56,7.65,4.05,0.63,2.81,15.648,15.738,15.694732070895592,15.49604578643855,0.1987,0.2273,-0.0572,58.68,16.2275,15.738,15.2485,0.0622
2023-02-14,002837,16.25,15.81,16.31,15.59,71664,253855987.86,4.45,-2.29,-0.37,2.03,15.742,15.7255,15.712465598450116,15.51930165410977,0.1932,0.2205,-0.0546,53.74,16.1938,15.7255,15.2572,0.0596
2023-02-15,002837,15.71,16.14,16.14,15.55,91324,326160107.21,3.73,2.09,0.33,2.59,15.922,15.739999999999998,15.778240121765483,15.565279309360898,0.213,0.219,-0.012,57.2,16.2397,15.74,15.2403,0.0635
2023-02-16,002837,16.75,15.34,17.78,15.24,156606,552986449.97,15.74,-4.96,-0.8,4.43,15.803999999999998,15.704500000000001,15.710818564570793,15.548591953111941,0.1622,0.2076,-0.0908,47.85,16.2119,15.7045,15.1971,0.0646
2023-02-17,002837,15.12,14.09,15.15,14.06,152137,492719872.76,7.11,-8.15,-1.25,4.31,15.512,15.617999999999999,15.461461862329132,15.44054810473328,0.0209,0.1703,-0.2987,37.53,16.4818,15.618,14.7542,0.1106
2023-02-20,002837,14.1,15.05,15.17,13.96,107281,353852441.15,8.59,6.81,0.96,3.04,15.285999999999998,15.577000000000002,15.39816003735542,15.411618615493776,-0.0135,0.1335,-0.294,46.99,16.4665,15.577,14.6875,0.1142
2023-02-21,002837,15.05,14.64,15.06,14.53,65004,214638122.38,3.52,-2.72,-0.41,1.84,15.052000000000001,15.517499999999998,15.281520031608432,15.354461681012754,-0.0729,0.0922,-0.3303,43.93,16.487,15.5175,14.548,0.125
2023-02-22,002837,14.43,14.6,14.95,14.41,49068,162103672.28,3.69,-0.27,-0.04,1.39,14.744,15.4655,15.176670795976364,15.298575630567367,-0.1219,0.0494,-0.3426,43.63,16.5117,15.4655,14.4193,0.1353
2023-02-23,002837,14.47,14.57,14.83,14.43,63028,207001996.35,2.74,-0.21,-0.03,1.78,14.59,15.426499999999999,15.083336827364615,15.244607065340155,-0.1613,0.0073,-0.3371,43.39,16.5428,15.4265,14.3102,0.1447
2023-02-24,002837,14.65,14.36,14.71,14.24,50860,164667439.13,3.23,-1.44,-0.21,1.44,14.644,15.354000000000003,14.97205423853929,15.1790806160557,-0.207,-0.0356,-0.3429,41.68,16.547,15.354,14.161,0.1554
2023-02-27,002837,14.22,14.55,14.73,14.15,52652,172547194.81,4.04,1.32,0.19,1.49,14.544,15.3055,14.907122817225552,15.132482051903425,-0.2254,-0.0735,-0.3036,43.84,16.5455,15.3055,14.0655,0.162
2023-02-28,002837,14.7,14.66,14.96,14.48,42848,141620683.4,3.3,0.76,0.11,1.21,14.548000000000002,15.243,14.869103922267776,15.09748338139206,-0.2284,-0.1045,-0.2477,45.11,16.4808,15.243,14.0052,0.1624
2023-03-01,002837,14.66,14.81,14.88,14.43,40683,134655669.06,3.07,1.02,0.15,1.15,14.59,15.2015,14.860011011149657,15.076188316103758,-0.2162,-0.1268,-0.1787,46.87,16.4389,15.2015,13.9641,0.1628
2023-03-02,002837,14.71,14.41,14.85,14.34,47137,154166854.0,3.44,-2.7,-0.4,1.33,14.558000000000002,15.1345,14.790778547895863,15.026841033429406,-0.2361,-0.1487,-0.1747,42.92,16.3908,15.1345,13.8782,0.166
2023-03-03,002837,14.3,14.23,14.5,14.14,41771,134179072.02,2.5,-1.25,-0.18,1.18,14.532,15.054999999999998,14.704504925142654,14.967815771693893,-0.2633,-0.1716,-0.1834,41.23,16.3289,15.055,13.7811,0.1692
2023-03-06,002837,14.17,14.26,14.31,13.72,67403,212802732.05,4.15,0.21,0.03,1.91,14.474,14.988000000000003,14.636119552043784,14.91538497379064,-0.2793,-0.1931,-0.1722,41.64,16.281,14.988,13.695,0.1725
2023-03-07,002837,14.16,13.74,14.26,13.73,67829,213093373.14,3.72,-3.65,-0.52,1.92,14.290000000000001,14.907999999999998,14.49825500557551,14.828319420176518,-0.3301,-0.2205,-0.2191,36.82,16.2983,14.908,13.5177,0.1865
2023-03-08,002837,13.88,13.75,14.21,13.57,69202,216234908.36,4.66,0.07,0.01,1.96,14.078,14.833499999999997,14.383138850871585,14.74844390757085,-0.3653,-0.2495,-0.2316,36.98,16.3021,14.8335,13.3649,0.198
2023-03-09,002837,13.75,13.56,13.82,13.45,62156,190223069.61,2.69,-1.38,-0.19,1.76,13.908000000000001,14.715,14.25650210458365,14.660411025528566,-0.4039,-0.2804,-0.2471,35.25,16.193,14.715,13.237,0.2009
